Gender,Hours Studied,Previous Scores,Extracurricular Activities,Tuition,Sleep Hours,Sample Question Papers Practiced,Performance Index
Male,6,87,No,Yes,6,3,81
Female,5,72,Yes,No,5,5,63
Female,9,82,Yes,Yes,4,3,85
Male,1,66,Yes,No,9,7,43
Male,5,68,Yes,No,9,6,57
Female,6,96,No,Yes,6,4,90
Male,5,76,No,No,8,9,67
Male,6,44,Yes,No,9,5,30
Female,6,68,Yes,Yes,8,6,64
Female,7,71,No,No,5,1,61
Female,4,92,No,No,5,8,80
Female,8,45,Yes,No,8,6,44
Female,7,41,No,Yes,6,7,40
Female,9,45,No,Yes,6,4,48
Female,7,85,Yes,No,6,2,81
Female,3,82,Yes,Yes,9,1,68
Female,3,43,Yes,No,4,1,25
Female,8,95,Yes,No,4,2,90
Female,5,68,No,No,6,0,57
Male,4,98,Yes,No,8,0,81
Female,8,64,No,No,5,6,60
Male,6,48,No,No,7,9,38
Male,2,95,No,No,5,7,77
Female,4,42,No,Yes,5,5,30
Female,4,65,Yes,No,7,6,57
Male,6,87,No,Yes,6,0,82
Female,6,82,Yes,Yes,5,0,76
Female,1,66,No,No,7,8,45
Female,8,75,Yes,No,9,4,76
Female,6,71,No,No,8,6,58
Female,3,40,No,Yes,8,5,23
Male,9,96,Yes,No,8,3,97
Female,2,92,Yes,No,6,0,74
Male,8,93,Yes,No,5,3,89
Female,3,55,Yes,Yes,5,9,40
Female,5,90,No,No,4,9,84
Female,6,87,No,Yes,8,7,85
Male,6,50,No,No,6,0,40
Female,4,65,No,No,7,1,53
Female,3,79,No,No,6,7,63
Female,4,94,Yes,No,5,1,80
Female,1,40,Yes,No,8,9,21
Female,4,65,No,No,4,8,50
Male,1,67,Yes,No,9,2,46
Female,1,92,No,No,6,2,70
Female,6,97,No,No,4,5,90
Male,5,48,Yes,Yes,5,2,37
Male,4,98,No,No,7,8,81
Female,3,83,Yes,Yes,6,7,70
Male,1,61,No,No,9,3,40
Female,6,47,Yes,No,5,5,40
Male,2,97,No,Yes,8,7,82
Male,8,88,No,Yes,6,3,88
Male,5,81,Yes,No,4,4,66
Male,7,66,No,No,6,6,55
Male,2,78,No,No,5,7,58
Male,8,58,Yes,No,5,6,53
Female,2,64,Yes,No,4,7,46
Female,4,77,Yes,No,9,3,68
Male,1,60,No,Yes,5,0,36
Female,5,63,Yes,Yes,6,5,54
Female,9,63,Yes,Yes,9,4,66
Male,1,58,Yes,Yes,4,3,35
Male,9,89,No,No,5,1,83
Female,8,86,Yes,No,5,0,84
Male,6,41,No,No,6,8,31
Female,7,53,No,No,5,1,47
Male,3,92,Yes,No,6,8,71
Male,1,71,No,Yes,8,5,53
Male,5,81,No,No,9,5,69
Male,2,71,No,No,6,1,47
Female,5,67,No,Yes,7,5,61
Female,8,87,No,No,5,2,85
Female,9,78,Yes,No,8,6,78
Male,2,79,Yes,Yes,9,9,63
Male,3,81,Yes,No,4,3,60
Female,3,86,No,Yes,7,8,73
Female,1,79,Yes,No,4,4,57
Male,8,52,No,No,7,9,46
Male,6,51,No,No,8,2,42
Male,8,47,No,Yes,9,0,43
Male,9,54,No,No,8,0,54
Female,5,65,Yes,No,8,3,54
Female,3,51,No,Yes,7,9,43
Male,5,82,Yes,Yes,6,9,75
Female,5,90,Yes,Yes,9,3,84
Female,5,85,No,No,4,8,72
Female,3,66,Yes,Yes,6,7,54
Female,4,57,Yes,No,6,3,45
Female,9,84,Yes,No,5,5,86
Male,9,75,No,No,4,6,71
Male,2,88,No,No,7,9,71
Female,8,90,No,No,5,7,88
Male,8,66,Yes,Yes,5,3,62
Female,7,48,Yes,No,8,0,48
Female,8,94,No,Yes,7,4,97
Male,3,78,No,No,6,0,59
Male,6,40,Yes,No,9,3,29
Male,1,46,No,Yes,6,6,24
Female,7,65,No,No,6,6,58
Female,1,46,Yes,Yes,8,0,27
Male,9,91,Yes,No,6,8,92
Female,1,46,No,No,4,1,17
Male,1,47,No,Yes,6,4,22
Female,7,55,No,No,6,5,47
Male,2,42,No,No,4,0,14
Female,5,84,Yes,Yes,8,1,75
Female,8,49,No,Yes,5,6,52
Male,8,89,No,Yes,7,5,90
Female,3,46,Yes,Yes,8,5,32
Female,7,60,Yes,Yes,6,5,59
Female,3,92,Yes,No,5,6,74
Female,6,76,Yes,Yes,7,9,77
Female,6,70,Yes,Yes,7,8,66
Female,3,62,Yes,No,7,8,43
Female,7,96,Yes,Yes,4,1,98
Male,3,66,No,Yes,4,1,47
Female,8,95,No,Yes,5,4,100
Male,4,61,Yes,No,6,9,48
Male,1,78,No,No,5,6,54
Male,4,96,No,Yes,6,2,79
Male,7,66,Yes,No,8,2,59
Female,4,93,Yes,No,7,3,77
Female,6,88,Yes,No,7,2,80
Female,9,43,Yes,No,4,2,42
Male,1,63,Yes,Yes,8,7,46
Male,5,62,No,No,9,6,49
Male,7,87,No,No,8,6,85
Female,1,58,Yes,Yes,6,9,37
Male,4,81,Yes,No,8,1,64
Female,6,42,No,Yes,4,8,36
Female,2,66,No,No,6,5,41
Female,5,42,No,Yes,5,2,30
Male,1,67,Yes,No,6,8,44
Male,6,56,Yes,No,5,8,48
Female,6,70,No,No,9,5,61
Female,4,49,Yes,No,6,9,35
Female,8,88,No,Yes,7,5,90
Male,4,61,Yes,No,9,7,43
Male,8,69,Yes,No,5,7,64
Female,8,88,No,Yes,4,5,87
Male,5,60,No,No,9,6,52
Male,4,75,Yes,Yes,9,3,65
Male,2,92,No,No,9,0,71
Female,3,62,Yes,Yes,5,3,50
Female,3,77,No,Yes,5,7,64
Female,4,51,No,No,6,7,35
Female,4,64,Yes,No,7,1,52
Male,5,93,Yes,No,9,6,84
Female,4,96,Yes,Yes,6,0,85
Male,8,59,No,Yes,6,1,56
Male,6,88,No,No,7,7,83
Female,6,88,Yes,No,6,9,82
Male,8,81,No,Yes,7,3,79
Female,7,46,Yes,No,4,2,37
Female,8,68,Yes,Yes,7,1,67
Male,2,87,Yes,Yes,8,5,70
Male,9,68,Yes,No,7,3,65
Female,1,52,Yes,Yes,7,2,34
Male,8,42,No,Yes,8,2,39
Female,4,41,No,Yes,7,9,37
Female,4,55,Yes,Yes,5,2,44
Female,5,69,No,No,6,7,55
Female,8,77,Yes,No,6,8,76
Female,5,45,No,No,4,8,32
Male,8,84,No,No,4,4,80
Male,1,46,Yes,Yes,8,0,24
Male,9,44,No,Yes,5,9,46
Male,6,95,Yes,Yes,4,4,93
Male,3,46,No,No,6,0,25
Male,8,73,Yes,No,4,8,70
Female,9,71,Yes,No,4,9,74
Male,6,88,Yes,No,7,7,80
Male,7,52,Yes,Yes,4,6,43
Female,1,69,Yes,No,8,1,49
Female,5,64,Yes,No,6,1,49
Female,5,60,No,No,8,3,53
Female,4,98,Yes,No,8,8,84
Male,6,60,No,Yes,9,8,58
Male,7,67,Yes,No,5,7,60
Female,9,87,No,No,9,4,91
Female,1,97,Yes,Yes,9,6,81
Male,6,59,Yes,Yes,7,8,55
Male,7,73,No,Yes,8,2,64
Male,3,44,Yes,Yes,5,3,26
Female,8,57,Yes,No,6,1,55
Female,5,78,Yes,Yes,6,8,71
Female,9,82,Yes,Yes,5,6,85
Female,5,96,No,No,8,5,87
Female,9,96,Yes,No,8,4,98
Female,4,50,No,Yes,7,6,44
Male,9,93,Yes,Yes,7,2,98
Female,5,56,Yes,Yes,9,4,53
Male,9,87,Yes,No,6,1,89
Female,3,84,Yes,No,7,4,70
Female,4,61,No,Yes,5,6,48
Female,9,76,Yes,Yes,6,9,80
Male,6,59,Yes,Yes,8,6,54
Female,2,87,Yes,Yes,6,8,72
Female,7,93,No,No,4,2,84
Female,2,93,No,No,6,7,75
Male,2,87,No,Yes,7,4,66
Male,1,87,No,No,5,6,66
Female,3,85,Yes,No,8,0,71
Male,6,45,Yes,Yes,8,0,37
Female,8,73,No,No,7,3,71
Female,9,53,Yes,Yes,7,4,61
Male,7,87,Yes,Yes,7,9,81
Male,4,62,No,Yes,4,2,46
Male,6,59,Yes,Yes,5,5,52
Female,5,52,No,Yes,4,2,38
Female,8,86,No,No,7,4,84
Male,1,83,No,No,5,0,56
Female,1,80,No,No,7,2,63
Male,6,71,No,No,5,6,60
Male,2,65,No,No,8,2,41
Male,5,89,Yes,No,4,4,73
Female,1,92,Yes,Yes,9,6,70
Female,7,53,Yes,No,7,1,51
Female,1,91,No,Yes,7,2,72
Male,4,96,No,No,6,3,79
Female,9,75,No,Yes,9,4,82
Male,1,47,Yes,Yes,8,8,28
Male,4,79,Yes,Yes,7,8,68
Female,6,61,No,No,4,3,49
Male,6,61,No,No,8,8,51
Male,8,55,No,No,7,3,50
Male,1,66,No,Yes,4,1,44
Female,7,95,No,No,6,9,88
Male,1,49,Yes,Yes,6,0,26
Female,7,64,No,No,4,6,61
Male,3,70,No,No,8,3,49
Female,8,60,No,Yes,4,7,61
Female,3,66,No,Yes,9,7,51
Female,1,56,Yes,Yes,4,7,35
Female,8,72,No,No,6,5,65
Female,3,70,No,No,6,8,54
Male,2,89,No,Yes,6,3,68
Male,1,81,Yes,Yes,9,4,57
Male,3,65,No,Yes,7,3,49
Female,2,60,Yes,Yes,9,4,47
Male,2,75,No,No,7,1,54
Male,6,40,No,No,9,4,31
Female,1,43,No,No,5,9,22
Female,2,43,No,Yes,7,7,25
Male,6,65,No,No,8,8,56
Female,3,43,No,Yes,8,6,35
Male,4,88,No,No,6,6,72
Female,1,48,No,No,9,5,25
Female,8,69,No,Yes,4,1,69
Male,7,90,Yes,Yes,6,9,86
Female,7,84,Yes,No,4,9,79
Female,3,43,Yes,No,9,8,30
Female,3,44,Yes,Yes,6,4,29
Male,2,84,No,Yes,6,5,59
Female,1,62,No,Yes,8,0,42
Male,7,55,Yes,Yes,4,4,50
Female,7,61,Yes,Yes,5,5,62
Male,2,76,Yes,No,5,9,57
Female,7,47,Yes,No,6,1,40
Female,8,87,No,No,9,6,88
Male,1,72,Yes,Yes,6,3,50
Female,9,94,No,Yes,8,4,100
Male,7,77,No,No,4,2,67
Female,3,82,No,No,6,4,67
Male,8,55,Yes,No,9,3,55
Male,7,44,Yes,No,5,9,42
Male,8,55,No,Yes,4,5,49
Male,6,46,Yes,No,6,1,31
Female,9,90,Yes,No,4,2,88
Male,5,40,No,Yes,8,9,30
Female,3,48,No,No,5,0,28
Female,3,57,Yes,No,9,6,45
Female,1,84,No,No,4,8,60
Male,8,97,Yes,No,5,1,90
Male,2,86,Yes,Yes,6,6,71
Female,3,42,No,No,9,2,27
Male,8,63,No,No,9,4,60
Male,8,67,Yes,No,7,5,61
Male,4,49,No,Yes,4,7,37
Female,4,48,Yes,No,5,3,33
Female,5,52,No,No,4,1,39
Female,6,87,Yes,No,6,2,80
Female,5,74,No,Yes,6,7,69
Female,7,93,Yes,No,9,6,91
Female,2,62,Yes,No,9,5,43
Male,7,86,No,No,5,4,78
Male,7,56,Yes,Yes,8,4,54
Male,1,85,Yes,Yes,4,0,66
Male,7,46,Yes,No,4,5,37
Male,5,91,Yes,Yes,6,8,81
Female,3,55,Yes,No,4,7,40
Male,3,92,No,Yes,5,9,75
Female,4,79,Yes,No,7,0,64
Female,2,75,Yes,No,9,5,58
Female,2,59,Yes,Yes,6,2,43
Female,1,63,No,Yes,9,5,47
Male,5,86,No,No,9,8,75
Male,4,44,Yes,Yes,9,5,32
Female,2,84,Yes,Yes,7,7,70
Female,3,45,No,No,4,5,24
Female,7,67,No,No,8,5,63
Male,7,98,Yes,Yes,9,6,99
Female,4,44,No,Yes,5,9,35
Male,5,88,Yes,No,9,3,76
Female,5,78,Yes,No,9,7,71
Male,6,77,Yes,Yes,4,3,66
Female,9,41,No,No,5,6,41
Female,2,82,Yes,Yes,4,0,64
Female,5,78,Yes,No,9,8,70
Male,3,93,No,No,4,9,73
Female,4,60,Yes,No,4,8,49
Male,6,79,Yes,No,6,6,68
Female,8,76,Yes,No,7,7,73
Male,1,98,No,No,8,1,71
Female,8,57,No,Yes,7,9,54
Female,7,93,Yes,No,7,9,90
Female,1,87,No,Yes,5,6,66
Male,2,85,Yes,No,6,0,60
Female,3,51,Yes,No,6,2,33
Female,1,56,No,No,4,5,34
Female,9,76,No,Yes,7,4,80
Male,8,85,Yes,Yes,8,4,85
Female,2,77,No,No,5,8,60
Male,9,54,No,Yes,6,5,56
Female,7,46,No,Yes,4,2,42
Female,9,53,Yes,No,8,1,52
Female,6,89,Yes,Yes,7,8,85
Female,6,40,No,Yes,8,9,36
Female,4,77,Yes,No,6,3,65
Female,2,42,Yes,Yes,5,4,26
Female,7,76,No,Yes,7,8,74
Male,5,83,Yes,No,5,4,71
Female,6,70,No,No,9,6,67
Female,2,82,Yes,No,8,1,64
Male,5,52,Yes,No,8,1,40
Female,4,87,No,Yes,4,3,74
Female,9,57,Yes,Yes,7,7,61
Male,6,56,No,No,8,1,42
Female,2,56,Yes,No,6,9,38
Female,1,50,Yes,No,9,6,24
Female,5,59,Yes,No,6,0,44
Female,9,49,No,No,5,8,50
Male,6,68,Yes,No,9,9,58
Female,7,87,Yes,No,9,5,80
Male,5,73,No,No,6,0,59
Male,6,56,No,No,8,9,44
Male,5,93,Yes,Yes,6,5,86
Male,9,91,No,No,7,4,91
Female,6,81,No,No,5,4,76
Female,8,52,No,No,9,4,51
Male,2,83,No,No,7,3,65
Male,9,86,Yes,No,8,6,84
Female,5,78,No,No,8,8,67
Female,7,66,Yes,No,6,3,61
Female,1,93,Yes,Yes,4,1,73
Male,5,92,Yes,No,9,1,81
Male,2,65,No,Yes,9,1,46
Male,6,67,No,No,4,6,55
Female,1,52,Yes,No,8,3,28
Female,3,51,Yes,No,8,3,34
Female,5,83,No,No,9,0,71
Female,4,67,No,No,5,3,50
Female,3,41,Yes,No,9,5,26
Female,5,76,No,No,8,1,64
Female,8,96,No,No,8,3,94
Male,4,96,Yes,No,5,6,83
Female,1,73,No,Yes,7,8,56
Female,7,62,No,No,7,1,58
Male,8,97,Yes,Yes,5,7,98
Female,3,91,No,No,5,5,78
Female,6,84,Yes,Yes,7,7,81
Male,2,68,No,No,7,1,46
Male,7,74,Yes,No,7,0,65
Male,8,50,No,Yes,7,6,47
Female,6,87,Yes,No,9,8,79
Male,6,72,No,No,9,8,61
Female,5,90,No,Yes,6,1,81
Male,8,50,No,No,5,3,44
Male,1,48,Yes,No,4,0,19
Male,4,53,No,No,6,6,34
Male,4,48,Yes,No,4,1,26
Male,3,78,No,Yes,4,3,59
Female,3,87,No,No,8,1,71
Male,4,42,No,No,5,0,24
Male,1,68,No,No,9,6,44
Female,2,58,No,Yes,6,5,41
Male,9,75,No,No,5,1,72
Male,2,71,Yes,No,7,3,52
Male,5,46,Yes,Yes,5,2,34
Female,9,94,No,Yes,4,2,96
Female,9,67,No,No,9,2,65
Male,8,83,No,No,7,3,79
Female,1,57,No,Yes,5,0,36
Male,1,44,No,No,5,0,16
Male,9,62,Yes,No,9,6,60
Female,8,94,No,Yes,4,4,95
Male,9,61,No,No,7,2,56
Female,7,65,Yes,No,4,8,61
Female,3,81,Yes,No,9,4,70
Female,3,51,Yes,Yes,5,9,40
Male,2,79,No,Yes,6,2,60
Male,5,58,No,No,6,8,46
Female,3,86,No,No,8,0,68
Female,6,40,No,Yes,6,8,32
Female,2,42,No,No,9,4,23
Female,3,66,Yes,No,9,5,50
Female,5,57,No,No,9,1,44
Male,1,89,No,No,7,7,62
Male,1,69,No,Yes,8,2,47
Female,9,41,Yes,No,7,0,43
Male,7,44,No,No,6,6,36
Male,1,68,No,Yes,6,2,45
Male,8,72,No,No,5,3,66
Female,3,81,No,Yes,7,4,66
Male,8,59,Yes,No,4,0,52
Male,5,69,Yes,No,5,8,59
Male,1,81,Yes,No,7,6,61
Male,7,44,No,Yes,9,1,42
Female,5,89,Yes,No,8,0,81
Male,6,60,Yes,No,7,1,53
Female,6,97,No,No,8,2,87
Female,8,54,No,Yes,8,2,60
Female,9,59,Yes,Yes,6,7,59
Female,2,47,Yes,Yes,4,4,29
Female,9,88,Yes,Yes,7,8,86
Female,9,70,Yes,Yes,4,2,74
Female,7,51,No,No,8,5,44
Female,1,60,No,Yes,6,3,38
Female,7,69,Yes,No,4,7,67
Male,5,66,Yes,Yes,5,0,54
Male,6,83,Yes,No,8,3,75
Male,7,65,No,No,5,6,56
Female,5,72,No,Yes,9,8,64
Male,7,65,No,Yes,4,0,60
Male,9,65,Yes,Yes,4,7,66
Female,3,75,No,No,4,1,57
Female,8,79,Yes,No,9,3,77
Male,2,40,Yes,No,7,3,18
Male,7,98,No,Yes,8,7,94
Female,2,54,Yes,No,8,1,37
Male,4,89,No,No,8,6,74
Female,7,40,No,Yes,7,2,38
Male,3,50,Yes,Yes,4,8,33
Female,2,94,Yes,Yes,4,4,81
Female,7,41,No,No,9,7,37
Female,1,40,No,No,5,4,17
Female,8,70,No,Yes,7,0,71
Male,3,83,No,Yes,6,8,66
Male,2,55,No,Yes,7,9,36
Male,3,93,No,Yes,9,6,80
Male,5,61,No,No,5,3,43
Female,8,81,Yes,Yes,5,6,83
Female,7,57,No,Yes,5,4,51
Male,7,86,Yes,No,4,9,76
Male,7,56,Yes,Yes,6,8,50
Male,8,69,No,Yes,5,1,67
Female,1,49,No,No,8,3,32
Male,4,74,No,No,4,5,54
Male,6,97,No,No,6,4,87
Male,9,60,No,No,8,0,60
Male,2,55,Yes,Yes,6,8,38
Male,1,45,Yes,Yes,9,8,24
Male,2,42,No,No,6,2,20
Female,7,80,No,Yes,8,3,77
Female,3,82,No,No,7,3,65
Male,2,60,No,Yes,6,9,40
Female,7,52,Yes,No,7,7,50
Male,2,57,Yes,No,6,5,36
Male,3,97,Yes,No,9,1,79
Male,7,93,No,Yes,8,3,90
Female,4,63,No,No,6,0,48
Male,1,66,No,No,5,2,41
Male,5,93,Yes,No,9,3,83
Male,9,43,Yes,No,5,7,42
Female,8,61,Yes,No,9,2,58
Male,9,63,No,Yes,9,4,61
Male,9,79,Yes,Yes,6,0,81
Female,7,84,No,Yes,8,3,81
Female,4,49,Yes,No,8,1,38
Male,5,41,No,No,4,3,22
Female,1,79,No,Yes,8,4,59
Female,1,45,No,Yes,7,2,25
Female,3,87,No,No,6,5,71
Male,8,57,Yes,Yes,5,1,56
Male,2,56,Yes,No,8,4,37
Female,4,77,Yes,Yes,5,3,66
Female,2,84,No,No,4,4,65
Male,5,62,Yes,Yes,6,8,49
Female,9,85,No,No,8,5,86
Female,1,69,Yes,No,5,6,49
Female,5,97,Yes,No,9,7,89
Female,9,60,No,No,8,8,65
Male,1,49,No,Yes,4,4,24
Male,9,95,No,Yes,9,7,100
Male,8,82,Yes,No,5,1,76
Female,4,52,No,Yes,5,9,42
Female,5,51,Yes,Yes,6,8,42
Female,5,48,Yes,No,6,1,37
Female,6,43,Yes,No,5,4,36
Female,7,78,No,No,9,5,76
Male,8,63,Yes,No,6,3,58
Female,8,93,No,Yes,5,7,96
Male,2,73,No,Yes,9,9,58
Male,9,78,Yes,No,7,2,76
Female,7,80,Yes,No,8,4,77
Female,4,44,Yes,No,7,1,32
Male,4,54,Yes,Yes,7,2,45
Male,8,89,No,No,8,7,87
Male,4,43,No,No,5,4,23
Female,6,90,No,No,5,2,82
Male,5,91,No,No,6,4,82
Female,3,97,No,No,4,8,79
Male,2,78,No,No,5,2,52
Male,9,97,No,Yes,8,9,100
Male,9,47,No,Yes,4,6,47
Female,1,88,No,No,8,7,67
Male,3,84,Yes,Yes,8,4,69
Male,8,63,Yes,No,8,2,58
Female,6,92,No,No,4,5,82
Female,5,67,No,Yes,7,2,59
Female,5,94,Yes,Yes,9,8,91
Female,6,82,Yes,No,8,1,74
Female,7,66,Yes,Yes,6,2,66
Female,1,40,No,Yes,5,6,20
Female,9,73,Yes,No,9,9,78
Female,3,56,Yes,No,5,7,39
Male,4,76,Yes,No,5,4,60
Female,1,77,Yes,No,4,4,55
Male,3,65,Yes,Yes,6,4,49
Female,2,96,No,Yes,6,3,77
Male,2,63,Yes,Yes,9,8,49
Female,1,78,No,No,6,5,55
Female,8,60,Yes,No,6,7,54
Male,3,69,Yes,No,6,7,50
Male,3,86,Yes,Yes,9,4,75
Male,6,90,Yes,Yes,7,8,87
Male,8,87,Yes,Yes,6,1,86
Male,9,96,No,No,6,7,97
Female,9,52,No,No,4,2,53
Male,4,76,No,No,4,6,59
Female,5,42,No,No,6,8,33
Female,2,71,No,No,7,4,50
Female,9,74,No,Yes,6,7,76
Female,8,58,No,Yes,6,3,58
Female,3,53,Yes,Yes,6,0,40
Female,9,87,No,No,8,0,90
Male,3,61,Yes,No,7,5,43
Female,9,56,Yes,Yes,5,7,58
Male,2,98,No,Yes,6,9,85
Female,9,43,Yes,Yes,5,1,45
Female,8,84,Yes,Yes,7,3,83
Male,9,79,No,No,6,2,78
Male,5,58,Yes,No,5,8,52
Male,2,76,No,No,9,2,55
Male,8,41,Yes,Yes,5,7,39
Male,6,54,No,No,7,6,45
Male,8,41,Yes,No,6,0,37
Male,5,50,No,No,8,7,35
Male,2,84,Yes,Yes,7,8,70
Female,6,62,No,No,8,7,55
Male,5,49,Yes,No,6,9,37
Female,5,42,Yes,No,5,9,29
Male,1,44,No,No,9,0,18
Female,2,42,Yes,Yes,9,6,30
Female,8,77,No,Yes,7,8,81
Male,3,52,Yes,Yes,7,4,37
Female,3,81,Yes,Yes,7,1,63
Male,8,58,No,Yes,4,7,54
Female,8,79,Yes,Yes,9,8,83
Female,2,89,No,No,9,6,71
Male,8,74,Yes,No,6,4,71
Female,1,63,Yes,No,4,7,42
Male,6,63,Yes,Yes,7,5,59
Female,8,56,Yes,Yes,7,3,53
Male,3,79,No,Yes,8,0,62
Male,8,49,No,No,4,5,41
Male,1,41,Yes,Yes,5,7,18
Male,9,83,Yes,Yes,9,2,85
Female,9,62,No,Yes,6,6,66
Male,5,45,Yes,No,5,6,33
Male,4,41,No,Yes,5,8,26
Female,6,60,Yes,Yes,6,0,54
Male,7,94,Yes,No,7,4,88
Male,5,95,No,No,9,7,84
Male,9,74,Yes,Yes,8,2,75
Female,3,88,No,No,7,4,71
Female,7,68,No,Yes,7,0,65
Female,5,46,No,No,4,8,31
Female,7,68,No,No,5,3,59
Female,2,92,No,No,5,4,72
Male,4,76,No,Yes,9,2,64
Female,2,62,Yes,No,5,1,44
Male,7,72,No,No,8,6,62
Male,2,47,No,No,8,4,26
Female,1,51,Yes,No,8,9,34
Female,9,85,No,Yes,6,2,89
Male,1,87,Yes,Yes,9,1,65
Male,8,49,No,No,8,9,45
Male,2,54,No,Yes,4,5,37
Male,8,92,No,Yes,4,9,93
Female,3,63,Yes,No,7,5,46
Female,6,65,Yes,Yes,7,2,59
Male,3,86,No,No,9,8,70
Female,7,81,No,No,7,0,76
Female,9,92,Yes,No,7,2,96
Female,2,78,Yes,No,4,0,57
Male,5,97,Yes,No,7,6,82
Male,6,42,No,No,4,1,28
Male,4,41,Yes,Yes,8,3,27
Female,4,45,Yes,No,8,3,26
Male,4,60,Yes,No,9,7,45
Male,2,48,Yes,No,6,3,28
Male,4,49,Yes,Yes,7,2,37
Male,1,75,Yes,Yes,8,9,55
Female,6,98,Yes,No,8,2,91
Male,1,42,No,No,9,4,17
Female,6,80,Yes,No,5,5,71
Female,1,63,No,No,5,6,42
Female,6,61,No,Yes,9,4,60
Female,8,88,Yes,Yes,4,6,90
Male,2,53,No,No,6,3,29
Male,2,81,No,Yes,9,4,62
Male,4,84,Yes,Yes,5,5,74
Female,3,83,No,No,6,8,67
Male,4,66,Yes,No,8,5,50
Male,7,72,Yes,Yes,9,9,70
Male,1,61,Yes,No,4,0,32
Female,6,68,Yes,No,6,6,58
Female,3,58,Yes,No,5,2,39
Male,7,58,Yes,No,8,5,53
Male,2,45,Yes,No,9,1,23
Male,2,84,No,No,7,6,64
Female,4,58,Yes,Yes,8,0,48
Male,1,52,No,Yes,5,1,26
Female,3,98,Yes,Yes,9,8,91
Female,9,65,Yes,Yes,5,8,66
Male,7,61,Yes,Yes,7,6,56
Male,7,60,No,Yes,8,1,54
Male,4,75,No,No,6,4,60
Female,2,95,No,Yes,6,3,77
Female,4,41,No,Yes,8,1,28
Female,6,86,No,Yes,6,1,82
Female,3,83,No,Yes,9,9,71
Male,1,69,Yes,Yes,8,7,50
Male,8,66,Yes,Yes,8,4,70
Male,5,46,No,No,5,7,31
Male,5,59,No,Yes,4,1,47
Male,4,89,No,No,5,1,69
Male,6,70,No,No,6,2,58
Female,3,62,No,Yes,4,9,49
Female,9,52,Yes,Yes,8,7,60
Female,5,56,Yes,No,6,7,42
Male,3,43,Yes,No,7,2,25
Male,1,96,Yes,No,6,0,69
Male,6,53,Yes,Yes,4,6,44
Male,2,59,Yes,Yes,4,3,38
Male,3,52,Yes,Yes,8,2,35
Female,1,42,Yes,No,9,4,21
Female,9,65,No,No,7,5,64
Female,8,65,No,No,8,0,56
Male,2,57,Yes,No,7,8,35
Female,8,71,Yes,No,7,5,68
Male,9,53,Yes,Yes,8,2,54
Male,1,86,No,Yes,6,0,62
Female,5,42,No,No,5,8,32
Male,8,40,Yes,No,7,1,36
Male,2,65,No,No,4,9,40
Male,4,63,Yes,Yes,8,5,54
Male,7,88,Yes,No,9,5,84
Female,3,74,Yes,No,6,2,56
Male,5,53,Yes,Yes,7,5,43
Female,8,42,Yes,No,9,1,42
Female,3,52,No,Yes,6,7,37
Male,4,86,Yes,No,8,0,72
Female,9,89,Yes,No,9,5,92
Male,7,53,Yes,No,4,0,45
Female,1,60,Yes,Yes,7,8,43
Male,4,65,No,No,7,8,48
Female,4,42,Yes,Yes,9,5,33
Male,9,90,Yes,Yes,6,5,94
Female,6,79,No,Yes,8,8,77
Female,9,43,Yes,No,5,4,44
Male,6,75,Yes,No,7,8,66
Male,6,90,Yes,No,4,4,82
Male,5,82,Yes,Yes,7,3,73
Female,5,40,No,Yes,7,1,35
Male,2,79,Yes,No,5,1,54
Male,8,86,Yes,Yes,5,0,83
Male,8,72,No,Yes,8,9,71
Female,1,46,Yes,Yes,7,2,28
Female,8,92,Yes,Yes,7,0,91
Male,5,91,No,No,6,5,76
Male,2,91,Yes,No,6,6,72
Male,2,95,No,No,9,8,75
Male,6,50,Yes,No,9,6,42
Male,9,66,No,No,4,3,61
Female,1,53,Yes,Yes,4,3,34
Male,6,61,Yes,No,6,7,53
Male,9,55,No,No,9,3,56
Female,8,85,Yes,Yes,4,0,82
Male,6,51,No,Yes,7,8,41
Male,3,88,No,No,9,2,70
Male,8,85,No,Yes,5,0,84
Female,9,49,No,No,9,8,49
Male,1,63,Yes,No,7,9,38
Male,9,85,No,No,6,9,83
Female,6,57,Yes,No,8,4,50
Male,6,61,Yes,No,8,8,53
Male,4,48,No,Yes,6,2,32
Male,1,56,No,Yes,7,5,33
Male,8,77,Yes,No,4,6,72
Male,2,79,No,Yes,9,4,60
Female,1,97,Yes,No,9,7,75
Female,2,52,No,Yes,4,9,36
Male,1,89,Yes,No,8,5,65
Female,1,76,Yes,No,6,5,53
Male,9,45,No,Yes,6,6,45
Female,1,60,Yes,No,5,7,39
Male,4,90,Yes,Yes,8,1,78
Female,6,75,No,No,6,6,66
Male,7,46,No,No,5,8,37
Male,2,75,No,Yes,4,0,54
Male,6,64,No,Yes,8,0,59
Female,7,50,No,Yes,8,6,48
Male,2,83,Yes,Yes,6,4,63
Female,2,53,Yes,Yes,6,0,32
Female,7,84,No,Yes,7,0,83
Male,1,68,Yes,No,4,1,42
Male,8,49,Yes,Yes,4,9,48
Male,3,89,Yes,No,9,8,74
Male,6,87,Yes,No,5,2,75
Female,9,44,Yes,Yes,5,8,46
Female,6,47,No,No,7,5,39
Female,9,85,No,No,9,9,93
Male,7,44,Yes,Yes,4,5,37
Male,9,97,Yes,No,5,6,95
Female,2,63,No,No,4,9,45
Female,8,79,No,No,4,7,77
